0 0 0 4.46762
1 0 0 4.46781
2 0 0 4.46827
3 0 0 4.469
4 0 0 4.47
5 0 0 4.47123
6 0 0 4.4727
7 0 0 4.47438
8 0 0 4.47624
9 0 0 4.47827
10 0 0 4.48044
11 0 0 4.4827
12 0 0 4.48503
13 0 0 4.4874
14 0 0 4.48977
15 0 0 4.49209
16 0 0 4.49434
17 0 0 4.49647
18 0 0 4.49845
19 0 0 4.50023
20 0 0 4.5018
21 0 0 4.50311
22 0 0 4.50415
23 0 0 4.50489
24 0 0 4.50532
25 0 0 4.50543
26 0 0 4.50522
27 0 0 4.5047
28 0 0 4.50386
29 0 0 4.50274
30 0 0 4.50134
31 0 0 4.4997
32 0 0 4.49785
33 0 0 4.49581
34 0 0 4.49363
35 0 0 4.49135
36 0 0 4.489
37 0 0 4.48662
38 0 0 4.48425
39 0 0 4.48192
40 0 0 4.47968
41 0 0 4.47755
42 0 0 4.47557
43 0 0 4.47376
44 0 0 4.47215
45 0 0 4.47076
46 0 0 4.46961
47 0 0 4.46871
48 0 0 4.46807
49 0 0 4.46771
0 1 0 4.4676
1 1 0 4.4678
2 1 0 4.46827
3 1 0 4.46901
4 1 0 4.47002
5 1 0 4.47126
6 1 0 4.47274
7 1 0 4.47443
8 1 0 4.47631
9 1 0 4.47835
10 1 0 4.48053
11 1 0 4.4828
12 1 0 4.48515
13 1 0 4.48752
14 1 0 4.4899
15 1 0 4.49223
16 1 0 4.49448
17 1 0 4.49661
18 1 0 4.49859
19 1 0 4.50037
20 1 0 4.50193
21 1 0 4.50324
22 1 0 4.50428
23 1 0 4.50501
24 1 0 4.50544
25 1 0 4.50554
26 1 0 4.50532
27 1 0 4.50479
28 1 0 4.50394
29 1 0 4.5028
30 1 0 4.50139
31 1 0 4.49974
32 1 0 4.49788
33 1 0 4.49583
34 1 0 4.49364
35 1 0 4.49135
36 1 0 4.48899
37 1 0 4.4866
38 1 0 4.48422
39 1 0 4.48189
40 1 0 4.47964
41 1 0 4.47751
42 1 0 4.47552
43 1 0 4.47371
44 1 0 4.4721
45 1 0 4.47071
46 1 0 4.46956
47 1 0 4.46867
48 1 0 4.46804
49 1 0 4.46768
0 2 0 4.46786
1 2 0 4.46807
2 2 0 4.46855
3 2 0 4.46931
4 2 0 4.47032
5 2 0 4.47158
6 2 0 4.47307
7 2 0 4.47478
8 2 0 4.47667
9 2 0 4.47872
10 2 0 4.4809
11 2 0 4.48318
12 2 0 4.48553
13 2 0 4.48792
14 2 0 4.49029
15 2 0 4.49263
16 2 0 4.49488
17 2 0 4.49701
18 2 0 4.49899
19 2 0 4.50077
20 2 0 4.50233
21 2 0 4.50363
22 2 0 4.50466
23 2 0 4.50539
24 2 0 4.5058
25 2 0 4.5059
26 2 0 4.50567
27 2 0 4.50512
28 2 0 4.50427
29 2 0 4.50312
30 2 0 4.5017
31 2 0 4.50004
32 2 0 4.49816
33 2 0 4.4961
34 2 0 4.4939
35 2 0 4.4916
36 2 0 4.48923
37 2 0 4.48684
38 2 0 4.48445
39 2 0 4.48212
40 2 0 4.47987
41 2 0 4.47773
42 2 0 4.47575
43 2 0 4.47394
44 2 0 4.47233
45 2 0 4.47094
46 2 0 4.4698
47 2 0 4.46891
48 2 0 4.46828
49 2 0 4.46793
0 3 0 4.46841
1 3 0 4.46863
2 3 0 4.46912
3 3 0 4.46989
4 3 0 4.47091
5 3 0 4.47218
6 3 0 4.47369
7 3 0 4.4754
8 3 0 4.4773
9 3 0 4.47936
10 3 0 4.48155
11 3 0 4.48384
12 3 0 4.4862
13 3 0 4.48858
14 3 0 4.49096
15 3 0 4.4933
16 3 0 4.49555
17 3 0 4.49768
18 3 0 4.49965
19 3 0 4.50143
20 3 0 4.50298
21 3 0 4.50428
22 3 0 4.5053
23 3 0 4.50601
24 3 0 4.50642
25 3 0 4.5065
26 3 0 4.50626
27 3 0 4.5057
28 3 0 4.50484
29 3 0 4.50368
30 3 0 4.50225
31 3 0 4.50058
32 3 0 4.49869
33 3 0 4.49663
34 3 0 4.49442
35 3 0 4.49211
36 3 0 4.48973
37 3 0 4.48733
38 3 0 4.48495
39 3 0 4.48261
40 3 0 4.48036
41 3 0 4.47822
42 3 0 4.47624
43 3 0 4.47443
44 3 0 4.47283
45 3 0 4.47145
46 3 0 4.47031
47 3 0 4.46943
48 3 0 4.46881
49 3 0 4.46847
0 4 0 4.46923
1 4 0 4.46946
2 4 0 4.46996
3 4 0 4.47074
4 4 0 4.47178
5 4 0 4.47306
6 4 0 4.47457
7 4 0 4.47629
8 4 0 4.4782
9 4 0 4.48027
10 4 0 4.48246
11 4 0 4.48476
12 4 0 4.48712
13 4 0 4.48951
14 4 0 4.49189
15 4 0 4.49422
16 4 0 4.49647
17 4 0 4.4986
18 4 0 4.50056
19 4 0 4.50233
20 4 0 4.50388
21 4 0 4.50516
22 4 0 4.50617
23 4 0 4.50688
24 4 0 4.50727
25 4 0 4.50734
26 4 0 4.50709
27 4 0 4.50652
28 4 0 4.50564
29 4 0 4.50448
30 4 0 4.50304
31 4 0 4.50135
32 4 0 4.49946
33 4 0 4.49739
34 4 0 4.49518
35 4 0 4.49286
36 4 0 4.49048
37 4 0 4.48808
