(0, 0, 0, 891.0)
(0, 1, 0, 891.0)
(0, 2, 0, 891.0)
(0, 3, 0, 891.0)
(0, 4, 0, 891.0)
(0, 5, 0, 891.0)
(0, 6, 0, 891.0)
(0, 7, 0, 891.0)
(0, 8, 0, 891.0)
(0, 9, 0, 891.0)
(0, 10, 0, 891.0)
(0, 11, 0, 891.0)
(0, 12, 0, 891.0)
(0, 13, 0, 891.0)
(0, 14, 0, 891.0)
(0, 15, 0, 891.0)
(0, 16, 0, 891.0)
(0, 17, 0, 891.0)
(0, 18, 0, 891.0)
(0, 19, 0, 891.0)
(0, 20, 0, 891.0)
(0, 21, 0, 891.0)
(0, 22, 0, 891.0)
(0, 23, 0, 891.0)
(0, 24, 0, 891.0)
(0, 25, 0, 891.0)
(0, 26, 0, 891.0)
(0, 27, 0, 891.0)
(0, 28, 0, 891.0)
(0, 29, 0, 891.0)
(0, 30, 0, 891.0)
(0, 31, 0, 891.0)
(0, 32, 0, 891.0)
(0, 33, 0, 891.0)
(0, 34, 0, 891.0)
(0, 35, 0, 891.0)
(0, 36, 0, 891.0)
(0, 37, 0, 891.0)
(0, 38, 0, 891.0)
(0, 39, 0, 891.0)
(0, 40, 0, 891.0)
(0, 41, 0, 891.0)
(0, 42, 0, 891.0)
(0, 43, 0, 891.0)
(0, 44, 0, 891.0)
(0, 45, 0, 891.0)
(0, 46, 0, 891.0)
(0, 47, 0, 891.0)
(0, 48, 0, 891.0)
(0, 49, 0, 891.0)
(0, 50, 0, 891.0)
(0, 51, 0, 891.0)
(0, 52, 0, 891.0)
(0, 53, 0, 891.0)
(0, 54, 0, 891.0)
(0, 55, 0, 891.0)
(0, 56, 0, 891.0)
(0, 57, 0, 891.0)
(0, 58, 0, 891.0)
(0, 59, 0, 891.0)
(0, 60, 0, 891.0)
(0, 61, 0, 891.0)
(0, 62, 0, 891.0)
(0, 63, 0, 891.0)
(0, 64, 0, 891.0)
(0, 65, 0, 891.0)
(0, 66, 0, 891.0)
(0, 67, 0, 891.0)
(0, 68, 0, 891.0)
(0, 69, 0, 891.0)
(0, 70, 0, 891.0)
(0, 71, 0, 891.0)
(0, 72, 0, 891.0)
(0, 73, 0, 891.0)
(0, 74, 0, 891.0)
(0, 75, 0, 891.0)
(0, 76, 0, 891.0)
(0, 77, 0, 891.0)
(0, 78, 0, 891.0)
(0, 79, 0, 891.0)
(0, 80, 0, 891.0)
(0, 81, 0, 891.0)
(0, 82, 0, 891.0)
(0, 83, 0, 891.0)
(0, 84, 0, 891.0)
(0, 85, 0, 891.0)
(0, 86, 0, 891.0)
(0, 87, 0, 891.0)
(0, 88, 0, 891.0)
(0, 89, 0, 891.0)
(0, 90, 0, 891.0)
(0, 91, 0, 891.0)
(0, 92, 0, 891.0)
(0, 93, 0, 891.0)
(0, 94, 0, 891.0)
(0, 95, 0, 891.0)
(0, 96, 0, 891.0)
(0, 97, 0, 891.0)
(0, 98, 0, 891.0)
(0, 99, 0, 891.0)
(1, 0, 0, 4173.0)
(1, 1, 0, 4173.0)
(1, 2, 0, 1909.125)
(1, 3, 0, 1802.43505859375)
(1, 4, 0, 1798.4649658203125)
(1, 5, 0, 1798.4649658203125)
(1, 6, 0, 1798.4649658203125)
(1, 7, 0, 1798.4649658203125)
(1, 8, 0, 1798.4649658203125)
(1, 9, 0, 1798.4649658203125)
(1, 10, 0, 1798.4649658203125)
(1, 11, 0, 1798.4649658203125)
(1, 12, 0, 1798.4649658203125)
(1, 13, 0, 1798.4649658203125)
(1, 14, 0, 1798.4649658203125)
(1, 15, 0, 1798.4649658203125)
(1, 16, 0, 1798.4649658203125)
(1, 17, 0, 1798.4649658203125)
(1, 18, 0, 1798.4649658203125)
(1, 19, 0, 1798.4649658203125)
(1, 20, 0, 1798.4649658203125)
(1, 21, 0, 1798.4649658203125)
(1, 22, 0, 1798.4649658203125)
(1, 23, 0, 1798.4649658203125)
(1, 24, 0, 1798.4649658203125)
(1, 25, 0, 1798.4649658203125)
(1, 26, 0, 1798.4649658203125)
(1, 27, 0, 1798.4649658203125)
(1, 28, 0, 1798.4649658203125)
(1, 29, 0, 1798.4649658203125)
(1, 30, 0, 1798.4649658203125)
(1, 31, 0, 1798.4649658203125)
(1, 32, 0, 1798.4649658203125)
(1, 33, 0, 1798.4649658203125)
(1, 34, 0, 1798.4649658203125)
(1, 35, 0, 1798.4649658203125)
(1, 36, 0, 1798.4649658203125)
(1, 37, 0, 1798.4649658203125)
(1, 38, 0, 1798.4649658203125)
(1, 39, 0, 1798.4649658203125)
(1, 40, 0, 1798.4649658203125)
(1, 41, 0, 1798.4649658203125)
(1, 42, 0, 1798.4649658203125)
(1, 43, 0, 1798.4649658203125)
(1, 44, 0, 1798.4649658203125)
(1, 45, 0, 1798.4649658203125)
(1, 46, 0, 1798.4649658203125)
(1, 47, 0, 1798.4649658203125)
(1, 48, 0, 1798.4649658203125)
(1, 49, 0, 1798.4649658203125)
(1, 50, 0, 2646.39990234375)
(1, 51, 0, 1798.4649658203125)
(1, 52, 0, 1798.4649658203125)
(1, 53, 0, 1798.4649658203125)
(1, 54, 0, 1798.4649658203125)
