0 6 0 
0 28 0 
0 29 0 
0 30 0 
0 31 0 
0 32 0 
0 41 0 
0 42 0 
0 44 0 
0 46 0 
0 47 0 
0 48 0 
0 49 0 
0 50 0 
0 51 0 
0 54 0 
0 55 0 
0 56 0 
0 57 0 
0 75 0 
0 76 0 
0 77 0 
0 78 0 
0 79 0 
0 80 0 
0 81 0 
0 86 0 
0 92 0 
0 93 0 
0 94 0 
0 95 0 
0 96 0 
1 5 0 
1 6 0 
1 17 0 
1 18 0 
1 27 0 
1 28 0 
1 32 0 
1 40 0 
1 41 0 
1 42 0 
1 43 0 
1 45 0 
1 52 0 
1 54 0 
1 56 0 
1 74 0 
1 82 0 
1 83 0 
1 84 0 
1 85 0 
1 87 0 
1 91 0 
1 97 0 
2 5 0 
2 6 0 
2 14 0 
2 15 0 
2 16 0 
2 17 0 
2 27 0 
2 32 0 
2 41 0 
2 52 0 
2 54 0 
2 57 0 
2 74 0 
2 88 0 
2 89 0 
2 90 0 
2 97 0 
3 4 0 
3 7 0 
3 13 0 
3 14 0 
3 17 0 
3 28 0 
3 33 0 
3 41 0 
3 52 0 
3 53 0 
3 57 0 
3 74 0 
3 89 0 
3 97 0 
4 3 0 
4 8 0 
4 10 0 
4 11 0 
4 12 0 
4 13 0 
4 18 0 
4 28 0 
4 34 0 
4 42 0 
4 51 0 
4 58 0 
4 67 0 
4 74 0 
4 81 0 
4 82 0 
4 88 0 
4 90 0 
4 91 0 
4 92 0 
4 97 0 
5 3 0 
5 9 0 
5 10 0 
5 19 0 
5 29 0 
5 35 0 
5 43 0 
5 51 0 
5 52 0 
5 58 0 
5 62 0 
5 66 0 
5 68 0 
5 69 0 
5 70 0 
5 73 0 
5 80 0 
5 81 0 
5 83 0 
5 84 0 
5 89 0 
5 92 0 
5 93 0 
5 97 0 
6 3 0 
6 11 0 
6 19 0 
6 20 0 
6 29 0 
6 31 0 
6 33 0 
6 36 0 
6 42 0 
6 47 0 
6 48 0 
6 49 0 
6 50 0 
6 51 0 
6 52 0 
6 53 0 
6 59 0 
6 61 0 
6 62 0 
6 64 0 
6 65 0 
6 67 0 
6 68 0 
6 71 0 
6 74 0 
6 77 0 
6 78 0 
6 79 0 
6 80 0 
6 81 0 
6 82 0 
6 83 0 
6 84 0 
6 85 0 
6 86 0 
6 88 0 
6 94 0 
6 98 0 
7 4 0 
7 12 0 
7 21 0 
7 22 0 
7 29 0 
7 30 0 
7 32 0 
7 33 0 
7 36 0 
7 41 0 
7 43 0 
7 44 0 
7 45 0 
7 46 0 
7 53 0 
7 54 0 
7 59 0 
7 60 0 
7 62 0 
7 63 0 
7 64 0 
7 65 0 
7 66 0 
7 72 0 
7 75 0 
7 76 0 
7 78 0 
7 79 0 
7 80 0 
7 82 0 
7 83 0 
7 87 0 
7 94 0 
7 98 0 
8 5 0 
8 12 0 
8 23 0 
8 28 0 
8 34 0 
8 36 0 
8 40 0 
8 41 0 
8 42 0 
8 43 0 
8 54 0 
8 55 0 
8 59 0 
8 60 0 
8 61 0 
8 62 0 
8 63 0 
8 64 0 
8 70 0 
8 71 0 
8 73 0 
8 74 0 
8 79 0 
8 81 0 
8 83 0 
8 84 0 
8 88 0 
8 95 0 
8 99 0 
9 5 0 
9 13 0 
9 20 0 
9 23 0 
9 24 0 
9 25 0 
9 26 0 
9 27 0 
9 35 0 
9 37 0 
9 38 0 
9 39 0 
9 40 0 
9 41 0 
9 42 0 
9 54 0 
9 55 0 
9 56 0 
9 59 0 
9 60 0 
9 61 0 
9 63 0 
9 70 0 
9 73 0 
9 74 0 
9 75 0 
9 76 0 
9 78 0 
9 82 0 
9 83 0 
9 84 0 
9 85 0 
9 86 0 
9 87 0 
9 89 0 
9 96 0 
9 99 0 
10 5 0 
10 14 0 
10 16 0 
10 17 0 
10 19 0 
10 21 0 
10 22 0 
10 23 0 
10 25 0 
10 36 0 
10 38 0 
10 41 0 
10 51 0 
10 52 0 
10 53 0 
10 54 0 
10 55 0 
10 56 0 
10 58 0 
10 62 0 
10 63 0 
10 64 0 
10 65 0 
10 68 0 
10 69 0 
10 73 0 
10 75 0 
10 76 0 
10 77 0 
10 78 0 
10 83 0 
10 86 0 
10 89 0 
10 96 0 
10 99 0 
11 4 0 
11 11 0 
11 12 0 
11 13 0 
11 14 0 
11 15 0 
11 16 0 
11 17 0 
11 18 0 
11 19 0 
11 20 0 
11 21 0 
11 22 0 
11 23 0 
11 24 0 
11 25 0 
11 26 0 
11 27 0 
11 36 0 
11 37 0 
11 40 0 
11 42 0 
11 43 0 
11 44 0 
11 45 0 
11 46 0 
11 47 0 
11 48 0 
11 49 0 
11 50 0 
11 51 0 
11 52 0 
11 53 0 
11 54 0 
11 55 0 
11 56 0 
11 57 0 
11 58 0 
11 59 0 
11 63 0 
11 65 0 
11 67 0 
11 73 0 
11 74 0 
11 75 0 
11 76 0 
11 77 0 
11 78 0 
11 79 0 
11 80 0 
11 81 0 
11 82 0 
11 83 0 
11 84 0 
11 85 0 
11 86 0 
11 87 0 
11 88 0 
11 89 0 
11 90 0 
11 91 0 
11 96 0 
11 99 0 
12 4 0 
12 13 0 
12 15 0 
12 16 0 
12 17 0 
12 18 0 
12 19 0 
12 20 0 
12 21 0 
12 22 0 
12 23 0 
12 24 0 
12 25 0 
12 26 0 
12 36 0 
12 37 0 
12 38 0 
12 39 0 
12 40 0 
12 43 0 
12 44 0 
12 46 0 
12 47 0 
12 48 0 
12 52 0 
12 53 0 
12 54 0 
12 55 0 
12 57 0 
12 64 0 
12 66 0 
12 74 0 
12 75 0 
12 76 0 
12 77 0 
12 78 0 
12 79 0 
12 80 0 
12 95 0 
12 96 0 
12 98 0 
13 4 0 
13 14 0 
13 15 0 
13 16 0 
13 17 0 
13 19 0 
13 20 0 
13 21 0 
13 24 0 
13 37 0 
13 44 0 
13 46 0 
13 48 0 
13 52 0 
13 53 0 
13 55 0 
13 56 0 
13 64 0 
13 65 0 
13 74 0 
13 75 0 
13 77 0 
13 78 0 
13 81 0 
13 95 0 
13 98 0 
14 4 0 
14 15 0 
14 17 0 
14 18 0 
14 19 0 
14 20 0 
14 24 0 
14 25 0 
14 38 0 
14 43 0 
14 44 0 
14 45 0 
14 47 0 
14 48 0 
14 50 0 
14 51 0 
14 52 0 
14 53 0 
14 54 0 
14 55 0 
14 56 0 
14 57 0 
14 58 0 
14 59 0 
14 60 0 
14 64 0 
14 65 0 
14 74 0 
14 75 0 
14 77 0 
14 81 0 
14 95 0 
14 97 0 
15 5 0 
15 26 0 
15 27 0 
15 28 0 
15 38 0 
15 42 0 
15 43 0 
15 46 0 
15 47 0 
15 48 0 
15 49 0 
15 57 0 
15 61 0 
15 64 0 
15 65 0 
15 74 0 
15 80 0 
15 95 0 
15 97 0 
16 4 0 
16 29 0 
16 39 0 
16 40 0 
16 41 0 
16 43 0 
16 58 0 
16 61 0 
16 64 0 
16 73 0 
16 80 0 
16 95 0 
16 97 0 
17 4 0 
17 30 0 
17 42 0 
